,HARPNUM,T_REC,NOAA_ARS
1040,43,2010.06.01_05:00:00_TAI,11076
1041,43,2010.06.01_05:12:00_TAI,11076
1042,43,2010.06.01_05:24:00_TAI,11076
1043,43,2010.06.01_05:36:00_TAI,11076
1044,43,2010.06.01_05:48:00_TAI,11076
1045,43,2010.06.01_06:00:00_TAI,11076
1046,43,2010.06.01_06:12:00_TAI,11076
1047,43,2010.06.01_06:24:00_TAI,11076
1048,43,2010.06.01_06:36:00_TAI,11076
1049,43,2010.06.01_06:48:00_TAI,11076
1050,43,2010.06.01_07:00:00_TAI,11076
1051,43,2010.06.01_07:12:00_TAI,11076
1052,43,2010.06.01_07:24:00_TAI,11076
1053,43,2010.06.01_07:36:00_TAI,11076
1054,43,2010.06.01_07:48:00_TAI,11076
1055,43,2010.06.01_08:00:00_TAI,11076
1056,43,2010.06.01_08:12:00_TAI,11076
1057,43,2010.06.01_08:24:00_TAI,11076
1058,43,2010.06.01_08:36:00_TAI,11076
1059,43,2010.06.01_08:48:00_TAI,11076
1060,43,2010.06.01_09:00:00_TAI,11076
1061,43,2010.06.01_09:12:00_TAI,11076
1062,43,2010.06.01_09:24:00_TAI,11076
1063,43,2010.06.01_09:36:00_TAI,11076
1064,43,2010.06.01_09:48:00_TAI,11076
1065,43,2010.06.01_10:00:00_TAI,11076
1066,43,2010.06.01_10:12:00_TAI,11076
1067,43,2010.06.01_10:24:00_TAI,11076
1068,43,2010.06.01_10:36:00_TAI,11076
1069,43,2010.06.01_10:48:00_TAI,11076
1070,43,2010.06.01_11:00:00_TAI,11076
1071,43,2010.06.01_11:12:00_TAI,11076
1072,43,2010.06.01_11:24:00_TAI,11076
1073,43,2010.06.01_11:36:00_TAI,11076
1074,43,2010.06.01_11:48:00_TAI,11076
1075,43,2010.06.01_12:00:00_TAI,11076
1076,43,2010.06.01_12:12:00_TAI,11076
1077,43,2010.06.01_12:24:00_TAI,11076
1078,43,2010.06.01_12:36:00_TAI,11076
1079,43,2010.06.01_12:48:00_TAI,11076
1080,43,2010.06.01_13:00:00_TAI,11076
1081,43,2010.06.01_13:12:00_TAI,11076
1082,43,2010.06.01_13:24:00_TAI,11076
1083,43,2010.06.01_13:36:00_TAI,11076
1084,43,2010.06.01_13:48:00_TAI,11076
1085,43,2010.06.01_14:00:00_TAI,11076
1086,43,2010.06.01_14:12:00_TAI,11076
1087,43,2010.06.01_14:24:00_TAI,11076
1088,43,2010.06.01_14:36:00_TAI,11076
1089,43,2010.06.01_14:48:00_TAI,11076
1090,43,2010.06.01_15:00:00_TAI,11076
1091,43,2010.06.01_15:12:00_TAI,11076
1092,43,2010.06.01_15:24:00_TAI,11076
1093,43,2010.06.01_15:36:00_TAI,11076
1094,43,2010.06.01_15:48:00_TAI,11076
1095,43,2010.06.01_16:00:00_TAI,11076
1096,43,2010.06.01_16:12:00_TAI,11076
1097,43,2010.06.01_16:24:00_TAI,11076
1098,43,2010.06.01_16:36:00_TAI,11076
1099,43,2010.06.01_16:48:00_TAI,11076
1100,43,2010.06.01_17:00:00_TAI,11076
1101,43,2010.06.01_17:12:00_TAI,11076
1102,43,2010.06.01_17:24:00_TAI,11076
1103,43,2010.06.01_17:36:00_TAI,11076
1104,43,2010.06.01_17:48:00_TAI,11076
1105,43,2010.06.01_18:00:00_TAI,11076
1106,43,2010.06.01_18:12:00_TAI,11076
1107,43,2010.06.01_18:24:00_TAI,11076
1108,43,2010.06.01_18:36:00_TAI,11076
1109,43,2010.06.01_18:48:00_TAI,11076
1110,43,2010.06.01_19:00:00_TAI,11076
1111,43,2010.06.01_19:12:00_TAI,11076
1112,43,2010.06.01_19:24:00_TAI,11076
1113,43,2010.06.01_19:36:00_TAI,11076
1114,43,2010.06.01_19:48:00_TAI,11076
1115,43,2010.06.01_20:00:00_TAI,11076
1116,43,2010.06.01_20:12:00_TAI,11076
1117,43,2010.06.01_20:24:00_TAI,11076
1118,43,2010.06.01_20:36:00_TAI,11076
1119,43,2010.06.01_20:48:00_TAI,11076
1120,43,2010.06.01_21:00:00_TAI,11076
1121,43,2010.06.01_21:12:00_TAI,11076
1122,43,2010.06.01_21:24:00_TAI,11076
1123,43,2010.06.01_21:36:00_TAI,11076
1124,43,2010.06.01_21:48:00_TAI,11076
1125,43,2010.06.01_22:00:00_TAI,11076
1126,43,2010.06.01_22:12:00_TAI,11076
1127,43,2010.06.01_22:24:00_TAI,11076
1128,43,2010.06.01_22:36:00_TAI,11076
1129,43,2010.06.01_22:48:00_TAI,11076
1130,43,2010.06.01_23:00:00_TAI,11076
1131,43,2010.06.01_23:12:00_TAI,11076
1132,43,2010.06.01_23:24:00_TAI,11076
1133,43,2010.06.01_23:36:00_TAI,11076
1134,43,2010.06.01_23:48:00_TAI,11076
1135,43,2010.06.02_00:00:00_TAI,11076
1136,43,2010.06.02_00:12:00_TAI,11076
1137,43,2010.06.02_00:24:00_TAI,11076
1138,43,2010.06.02_00:36:00_TAI,11076
1139,43,2010.06.02_00:48:00_TAI,11076
1140,43,2010.06.02_01:00:00_TAI,11076
1141,43,2010.06.02_01:12:00_TAI,11076
1142,43,2010.06.02_01:24:00_TAI,11076
1143,43,2010.06.02_01:36:00_TAI,11076
1144,43,2010.06.02_01:48:00_TAI,11076
1145,43,2010.06.02_02:00:00_TAI,11076
1146,43,2010.06.02_02:12:00_TAI,11076
1147,43,2010.06.02_02:24:00_TAI,11076
1148,43,2010.06.02_02:36:00_TAI,11076
1149,43,2010.06.02_02:48:00_TAI,11076
1150,43,2010.06.02_03:00:00_TAI,11076
1151,43,2010.06.02_03:12:00_TAI,11076
1152,43,2010.06.02_03:24:00_TAI,11076
1153,43,2010.06.02_03:36:00_TAI,11076
1154,43,2010.06.02_03:48:00_TAI,11076
1155,43,2010.06.02_04:00:00_TAI,11076
1156,43,2010.06.02_04:12:00_TAI,11076
1157,43,2010.06.02_04:24:00_TAI,11076
1158,43,2010.06.02_04:36:00_TAI,11076
1159,43,2010.06.02_04:48:00_TAI,11076
1160,43,2010.06.02_05:00:00_TAI,11076
1161,43,2010.06.02_05:12:00_TAI,11076
1162,43,2010.06.02_05:24:00_TAI,11076
1163,43,2010.06.02_05:36:00_TAI,11076
1164,43,2010.06.02_05:48:00_TAI,11076
1165,43,2010.06.02_06:00:00_TAI,11076
1166,43,2010.06.02_06:12:00_TAI,11076
1167,43,2010.06.02_06:24:00_TAI,11076
1168,43,2010.06.02_06:36:00_TAI,11076
1169,43,2010.06.02_06:48:00_TAI,11076
1170,43,2010.06.02_07:00:00_TAI,11076
1171,43,2010.06.02_07:12:00_TAI,11076
1172,43,2010.06.02_07:24:00_TAI,11076
1173,43,2010.06.02_07:36:00_TAI,11076
1174,43,2010.06.02_07:48:00_TAI,11076
1175,43,2010.06.02_08:00:00_TAI,11076
1176,43,2010.06.02_08:12:00_TAI,11076
1177,43,2010.06.02_08:24:00_TAI,11076
1178,43,2010.06.02_08:36:00_TAI,11076
1179,43,2010.06.02_08:48:00_TAI,11076
1180,43,2010.06.02_09:00:00_TAI,11076
1181,43,2010.06.02_09:12:00_TAI,11076
1182,43,2010.06.02_09:24:00_TAI,11076
1183,43,2010.06.02_09:36:00_TAI,11076
1184,43,2010.06.02_09:48:00_TAI,11076
1185,43,2010.06.02_10:00:00_TAI,11076
1186,43,2010.06.02_10:12:00_TAI,11076
1187,43,2010.06.02_10:24:00_TAI,11076
1188,43,2010.06.02_10:36:00_TAI,11076
1189,43,2010.06.02_10:48:00_TAI,11076
1190,43,2010.06.02_11:00:00_TAI,11076
1191,43,2010.06.02_11:12:00_TAI,11076
1192,43,2010.06.02_11:24:00_TAI,11076
1193,43,2010.06.02_11:36:00_TAI,11076
1194,43,2010.06.02_11:48:00_TAI,11076
1195,43,2010.06.02_12:00:00_TAI,11076
1196,43,2010.06.02_12:12:00_TAI,11076
1197,43,2010.06.02_12:24:00_TAI,11076
1198,43,2010.06.02_12:36:00_TAI,11076
1199,43,2010.06.02_12:48:00_TAI,11076
1200,43,2010.06.02_13:00:00_TAI,11076
1201,43,2010.06.02_13:12:00_TAI,11076
1202,43,2010.06.02_13:24:00_TAI,11076
1203,43,2010.06.02_13:36:00_TAI,11076
1204,43,2010.06.02_13:48:00_TAI,11076
1205,43,2010.06.02_14:00:00_TAI,11076
1206,43,2010.06.02_14:12:00_TAI,11076
1207,43,2010.06.02_14:24:00_TAI,11076
1208,43,2010.06.02_14:36:00_TAI,11076
1209,43,2010.06.02_14:48:00_TAI,11076
1210,43,2010.06.02_15:00:00_TAI,11076
1211,43,2010.06.02_15:12:00_TAI,11076
1212,43,2010.06.02_15:24:00_TAI,11076
1213,43,2010.06.02_15:36:00_TAI,11076
1214,43,2010.06.02_15:48:00_TAI,11076
1215,43,2010.06.02_16:00:00_TAI,11076
1216,43,2010.06.02_16:12:00_TAI,11076
1217,43,2010.06.02_16:24:00_TAI,11076
1218,43,2010.06.02_16:36:00_TAI,11076
1219,43,2010.06.02_16:48:00_TAI,11076
1220,43,2010.06.02_17:00:00_TAI,11076
1221,43,2010.06.02_17:12:00_TAI,11076
1222,43,2010.06.02_17:24:00_TAI,11076
1223,43,2010.06.02_17:36:00_TAI,11076
1224,43,2010.06.02_17:48:00_TAI,11076
1225,43,2010.06.02_18:00:00_TAI,11076
1226,43,2010.06.02_18:12:00_TAI,11076
1227,43,2010.06.02_18:24:00_TAI,11076
1228,43,2010.06.02_18:36:00_TAI,11076
1229,43,2010.06.02_18:48:00_TAI,11076
1230,43,2010.06.02_19:00:00_TAI,11076
1231,43,2010.06.02_19:12:00_TAI,11076
1232,43,2010.06.02_19:24:00_TAI,11076
1233,43,2010.06.02_19:36:00_TAI,11076
1234,43,2010.06.02_19:48:00_TAI,11076
1235,43,2010.06.02_20:00:00_TAI,11076
1236,43,2010.06.02_20:12:00_TAI,11076
1237,43,2010.06.02_20:24:00_TAI,11076
1238,43,2010.06.02_20:36:00_TAI,11076
1239,43,2010.06.02_20:48:00_TAI,11076
1240,43,2010.06.02_21:00:00_TAI,11076
1241,43,2010.06.02_21:12:00_TAI,11076
1242,43,2010.06.02_21:24:00_TAI,11076
1243,43,2010.06.02_21:36:00_TAI,11076
1244,43,2010.06.02_21:48:00_TAI,11076
1245,43,2010.06.02_22:00:00_TAI,11076
1246,43,2010.06.02_22:12:00_TAI,11076
1247,43,2010.06.02_22:24:00_TAI,11076
1248,43,2010.06.02_22:36:00_TAI,11076
1249,43,2010.06.02_22:48:00_TAI,11076
1250,43,2010.06.02_23:00:00_TAI,11076
1251,43,2010.06.02_23:12:00_TAI,11076
1252,43,2010.06.02_23:24:00_TAI,11076
1253,43,2010.06.02_23:36:00_TAI,11076
1254,43,2010.06.02_23:48:00_TAI,11076
1255,43,2010.06.03_00:00:00_TAI,11076
1256,44,2010.06.01_03:36:00_TAI,MISSING
1257,44,2010.06.01_03:48:00_TAI,MISSING
1258,44,2010.06.01_04:00:00_TAI,MISSING
1259,44,2010.06.01_04:12:00_TAI,MISSING
1260,44,2010.06.01_04:24:00_TAI,MISSING
1261,44,2010.06.01_04:36:00_TAI,MISSING
1262,44,2010.06.01_04:48:00_TAI,MISSING
1263,44,2010.06.01_05:00:00_TAI,MISSING
1264,44,2010.06.01_05:12:00_TAI,MISSING
1265,44,2010.06.01_05:24:00_TAI,MISSING
1266,44,2010.06.01_05:36:00_TAI,MISSING
1267,44,2010.06.01_05:48:00_TAI,MISSING
1268,44,2010.06.01_06:00:00_TAI,MISSING
1269,44,2010.06.01_06:12:00_TAI,MISSING
1270,44,2010.06.01_06:24:00_TAI,MISSING
1271,44,2010.06.01_06:36:00_TAI,MISSING
1272,44,2010.06.01_06:48:00_TAI,MISSING
1273,44,2010.06.01_07:00:00_TAI,MISSING
1274,44,2010.06.01_07:12:00_TAI,MISSING
1275,44,2010.06.01_07:24:00_TAI,MISSING
1276,44,2010.06.01_07:36:00_TAI,MISSING
1277,44,2010.06.01_07:48:00_TAI,MISSING
1278,44,2010.06.01_08:00:00_TAI,MISSING
1279,44,2010.06.01_08:12:00_TAI,MISSING
1280,44,2010.06.01_08:24:00_TAI,MISSING
1281,44,2010.06.01_08:36:00_TAI,MISSING
1282,44,2010.06.01_08:48:00_TAI,MISSING
1283,44,2010.06.01_09:00:00_TAI,MISSING
1284,44,2010.06.01_09:12:00_TAI,MISSING
1285,44,2010.06.01_09:24:00_TAI,MISSING
1286,44,2010.06.01_09:36:00_TAI,MISSING
1287,44,2010.06.01_09:48:00_TAI,MISSING
1288,44,2010.06.01_10:00:00_TAI,MISSING
1289,44,2010.06.01_10:12:00_TAI,MISSING
1290,44,2010.06.01_10:24:00_TAI,MISSING
1291,44,2010.06.01_10:36:00_TAI,MISSING
1292,44,2010.06.01_10:48:00_TAI,MISSING
1293,44,2010.06.01_11:00:00_TAI,MISSING
1294,44,2010.06.01_11:12:00_TAI,MISSING
1295,44,2010.06.01_11:24:00_TAI,MISSING
1296,44,2010.06.01_11:36:00_TAI,MISSING
1297,44,2010.06.01_11:48:00_TAI,MISSING
1298,44,2010.06.01_12:00:00_TAI,MISSING
1299,44,2010.06.01_12:12:00_TAI,MISSING
1300,44,2010.06.01_12:24:00_TAI,MISSING
1301,44,2010.06.01_12:36:00_TAI,MISSING
1302,44,2010.06.01_12:48:00_TAI,MISSING
1303,44,2010.06.01_13:00:00_TAI,MISSING
1304,44,2010.06.01_13:12:00_TAI,MISSING
1305,44,2010.06.01_13:24:00_TAI,MISSING
1306,44,2010.06.01_13:36:00_TAI,MISSING
1307,44,2010.06.01_13:48:00_TAI,MISSING
1308,44,2010.06.01_14:00:00_TAI,MISSING
1309,44,2010.06.01_14:12:00_TAI,MISSING
1310,44,2010.06.01_14:24:00_TAI,MISSING
1311,44,2010.06.01_14:36:00_TAI,MISSING
1312,44,2010.06.01_14:48:00_TAI,MISSING
1313,44,2010.06.01_15:00:00_TAI,MISSING
1314,44,2010.06.01_15:12:00_TAI,MISSING
1315,44,2010.06.01_15:24:00_TAI,MISSING
1316,44,2010.06.01_15:36:00_TAI,MISSING
1317,44,2010.06.01_15:48:00_TAI,MISSING
1318,44,2010.06.01_16:00:00_TAI,MISSING
1319,44,2010.06.01_16:12:00_TAI,MISSING
1320,44,2010.06.01_16:24:00_TAI,MISSING
1321,44,2010.06.01_16:36:00_TAI,MISSING
1322,44,2010.06.01_16:48:00_TAI,MISSING
1323,44,2010.06.01_17:00:00_TAI,MISSING
1324,44,2010.06.01_17:12:00_TAI,MISSING
1325,44,2010.06.01_17:24:00_TAI,MISSING
1326,44,2010.06.01_17:36:00_TAI,MISSING
1327,44,2010.06.01_17:48:00_TAI,MISSING
1328,44,2010.06.01_18:00:00_TAI,MISSING
1329,44,2010.06.01_18:12:00_TAI,MISSING
1330,44,2010.06.01_18:24:00_TAI,MISSING
1331,44,2010.06.01_18:36:00_TAI,MISSING
1332,44,2010.06.01_18:48:00_TAI,MISSING
1333,44,2010.06.01_19:00:00_TAI,MISSING
1334,44,2010.06.01_19:12:00_TAI,MISSING
1335,44,2010.06.01_19:24:00_TAI,MISSING
1336,44,2010.06.01_19:36:00_TAI,MISSING
1337,44,2010.06.01_19:48:00_TAI,MISSING
1338,44,2010.06.01_20:00:00_TAI,MISSING
1339,44,2010.06.01_20:12:00_TAI,MISSING
1340,44,2010.06.01_20:24:00_TAI,MISSING
1341,44,2010.06.01_20:36:00_TAI,MISSING
1342,44,2010.06.01_20:48:00_TAI,MISSING
1343,44,2010.06.01_21:00:00_TAI,MISSING
1344,44,2010.06.01_21:12:00_TAI,MISSING
1345,44,2010.06.01_21:24:00_TAI,MISSING
1346,44,2010.06.01_21:36:00_TAI,MISSING
1347,44,2010.06.01_21:48:00_TAI,MISSING
1348,44,2010.06.01_22:00:00_TAI,MISSING
1349,44,2010.06.01_22:12:00_TAI,MISSING
1350,44,2010.06.01_22:24:00_TAI,MISSING
1351,44,2010.06.01_22:36:00_TAI,MISSING
1352,44,2010.06.01_22:48:00_TAI,MISSING
1353,44,2010.06.01_23:00:00_TAI,MISSING
1354,44,2010.06.01_23:12:00_TAI,MISSING
1355,44,2010.06.01_23:24:00_TAI,MISSING
1356,44,2010.06.01_23:36:00_TAI,MISSING
1357,44,2010.06.01_23:48:00_TAI,MISSING
1358,44,2010.06.02_00:00:00_TAI,MISSING
1359,44,2010.06.02_00:12:00_TAI,MISSING
1360,44,2010.06.02_00:24:00_TAI,MISSING
1361,44,2010.06.02_00:36:00_TAI,MISSING
1362,44,2010.06.02_00:48:00_TAI,MISSING
1363,44,2010.06.02_01:00:00_TAI,MISSING
1364,44,2010.06.02_01:12:00_TAI,MISSING
1365,44,2010.06.02_01:24:00_TAI,MISSING
1366,44,2010.06.02_01:36:00_TAI,MISSING
1367,44,2010.06.02_01:48:00_TAI,MISSING
1368,44,2010.06.02_02:00:00_TAI,MISSING
1369,44,2010.06.02_02:12:00_TAI,MISSING
1370,44,2010.06.02_02:24:00_TAI,MISSING
1371,44,2010.06.02_02:36:00_TAI,MISSING
1372,44,2010.06.02_02:48:00_TAI,MISSING
1373,44,2010.06.02_03:00:00_TAI,MISSING
1374,44,2010.06.02_03:12:00_TAI,MISSING
1375,44,2010.06.02_03:24:00_TAI,MISSING
1376,44,2010.06.02_03:36:00_TAI,MISSING
1377,44,2010.06.02_03:48:00_TAI,MISSING
1378,44,2010.06.02_04:00:00_TAI,MISSING
1379,44,2010.06.02_04:12:00_TAI,MISSING
1380,44,2010.06.02_04:24:00_TAI,MISSING
1381,44,2010.06.02_04:36:00_TAI,MISSING
1382,44,2010.06.02_04:48:00_TAI,MISSING
1383,44,2010.06.02_05:00:00_TAI,MISSING
1384,44,2010.06.02_05:12:00_TAI,MISSING
1385,44,2010.06.02_05:24:00_TAI,MISSING
1386,44,2010.06.02_05:36:00_TAI,MISSING
1387,44,2010.06.02_05:48:00_TAI,MISSING
1388,44,2010.06.02_06:00:00_TAI,MISSING
1389,44,2010.06.02_06:12:00_TAI,MISSING
1390,44,2010.06.02_06:24:00_TAI,MISSING
1391,44,2010.06.02_06:36:00_TAI,MISSING
1392,44,2010.06.02_06:48:00_TAI,MISSING
1393,44,2010.06.02_07:00:00_TAI,MISSING
1394,44,2010.06.02_07:12:00_TAI,MISSING
1395,44,2010.06.02_07:24:00_TAI,MISSING
1396,44,2010.06.02_07:36:00_TAI,MISSING
1397,44,2010.06.02_07:48:00_TAI,MISSING
1398,44,2010.06.02_08:00:00_TAI,MISSING
1399,44,2010.06.02_08:12:00_TAI,MISSING
1400,44,2010.06.02_08:24:00_TAI,MISSING
1401,44,2010.06.02_08:36:00_TAI,MISSING
1402,44,2010.06.02_08:48:00_TAI,MISSING
1403,44,2010.06.02_09:00:00_TAI,MISSING
1404,44,2010.06.02_09:12:00_TAI,MISSING
1405,44,2010.06.02_09:24:00_TAI,MISSING
1406,44,2010.06.02_09:36:00_TAI,MISSING
1407,44,2010.06.02_09:48:00_TAI,MISSING
1408,44,2010.06.02_10:00:00_TAI,MISSING
1409,44,2010.06.02_10:12:00_TAI,MISSING
1410,44,2010.06.02_10:24:00_TAI,MISSING
1411,44,2010.06.02_10:36:00_TAI,MISSING
1412,44,2010.06.02_10:48:00_TAI,MISSING
1413,44,2010.06.02_11:00:00_TAI,MISSING
1414,44,2010.06.02_11:12:00_TAI,MISSING
1415,44,2010.06.02_11:24:00_TAI,MISSING
1416,44,2010.06.02_11:36:00_TAI,MISSING
1417,44,2010.06.02_11:48:00_TAI,MISSING
1418,44,2010.06.02_12:00:00_TAI,MISSING
1419,44,2010.06.02_12:12:00_TAI,MISSING
1420,44,2010.06.02_12:24:00_TAI,MISSING
1421,44,2010.06.02_12:36:00_TAI,MISSING
1422,44,2010.06.02_12:48:00_TAI,MISSING
1423,44,2010.06.02_13:00:00_TAI,MISSING
1424,44,2010.06.02_13:12:00_TAI,MISSING
1425,44,2010.06.02_13:24:00_TAI,MISSING
1426,44,2010.06.02_13:36:00_TAI,MISSING
1427,44,2010.06.02_13:48:00_TAI,MISSING
1428,44,2010.06.02_14:00:00_TAI,MISSING
1429,44,2010.06.02_14:12:00_TAI,MISSING
1430,44,2010.06.02_14:24:00_TAI,MISSING
1431,44,2010.06.02_14:36:00_TAI,MISSING
1432,44,2010.06.02_14:48:00_TAI,MISSING
1433,44,2010.06.02_15:00:00_TAI,MISSING
1434,44,2010.06.02_15:12:00_TAI,MISSING
1435,44,2010.06.02_15:24:00_TAI,MISSING
1436,44,2010.06.02_15:36:00_TAI,MISSING
1437,44,2010.06.02_15:48:00_TAI,MISSING
1438,44,2010.06.02_16:00:00_TAI,MISSING
1439,44,2010.06.02_16:12:00_TAI,MISSING
1440,44,2010.06.02_16:24:00_TAI,MISSING
1441,44,2010.06.02_16:36:00_TAI,MISSING
1442,44,2010.06.02_16:48:00_TAI,MISSING
1443,44,2010.06.02_17:00:00_TAI,MISSING
1444,44,2010.06.02_17:12:00_TAI,MISSING
1445,44,2010.06.02_17:24:00_TAI,MISSING
1446,44,2010.06.02_17:36:00_TAI,MISSING
1447,44,2010.06.02_17:48:00_TAI,MISSING
1448,44,2010.06.02_18:00:00_TAI,MISSING
1449,44,2010.06.02_18:12:00_TAI,MISSING
1450,44,2010.06.02_18:24:00_TAI,MISSING
1451,44,2010.06.02_18:36:00_TAI,MISSING
1452,44,2010.06.02_18:48:00_TAI,MISSING
1453,44,2010.06.02_19:00:00_TAI,MISSING
1454,44,2010.06.02_19:12:00_TAI,MISSING
1455,44,2010.06.02_19:24:00_TAI,MISSING
1456,44,2010.06.02_19:36:00_TAI,MISSING
1457,44,2010.06.02_19:48:00_TAI,MISSING
1458,44,2010.06.02_20:00:00_TAI,MISSING
1459,44,2010.06.02_20:12:00_TAI,MISSING
1460,44,2010.06.02_20:24:00_TAI,MISSING
1461,44,2010.06.02_20:36:00_TAI,MISSING
1462,44,2010.06.02_20:48:00_TAI,MISSING
1463,44,2010.06.02_21:00:00_TAI,MISSING
1464,44,2010.06.02_21:12:00_TAI,MISSING
1465,44,2010.06.02_21:24:00_TAI,MISSING
1466,44,2010.06.02_21:36:00_TAI,MISSING
1467,44,2010.06.02_21:48:00_TAI,MISSING
1468,44,2010.06.02_22:00:00_TAI,MISSING
1469,44,2010.06.02_22:12:00_TAI,MISSING
1470,44,2010.06.02_22:24:00_TAI,MISSING
1471,44,2010.06.02_22:36:00_TAI,MISSING
1472,44,2010.06.02_22:48:00_TAI,MISSING
1473,44,2010.06.02_23:00:00_TAI,MISSING
1474,44,2010.06.02_23:12:00_TAI,MISSING
1475,44,2010.06.02_23:24:00_TAI,MISSING
1476,44,2010.06.02_23:36:00_TAI,MISSING
1477,44,2010.06.02_23:48:00_TAI,MISSING
1478,44,2010.06.03_00:00:00_TAI,MISSING
1479,45,2010.06.02_17:36:00_TAI,"11073,11077"
1480,45,2010.06.02_17:48:00_TAI,"11073,11077"
1481,45,2010.06.02_18:00:00_TAI,"11073,11077"
1482,45,2010.06.02_18:12:00_TAI,"11073,11077"
1483,45,2010.06.02_18:24:00_TAI,"11073,11077"
1484,45,2010.06.02_18:36:00_TAI,"11073,11077"
1485,45,2010.06.02_18:48:00_TAI,"11073,11077"
1486,45,2010.06.02_19:00:00_TAI,"11073,11077"
1487,45,2010.06.02_19:12:00_TAI,"11073,11077"
1488,45,2010.06.02_19:24:00_TAI,"11073,11077"
1489,45,2010.06.02_19:36:00_TAI,"11073,11077"
1490,45,2010.06.02_19:48:00_TAI,"11073,11077"
1491,45,2010.06.02_20:00:00_TAI,"11073,11077"
1492,45,2010.06.02_20:12:00_TAI,"11073,11077"
1493,45,2010.06.02_20:24:00_TAI,"11073,11077"
1494,45,2010.06.02_20:36:00_TAI,"11073,11077"
1495,45,2010.06.02_20:48:00_TAI,"11073,11077"
1496,45,2010.06.02_21:00:00_TAI,"11073,11077"
1497,45,2010.06.02_21:12:00_TAI,"11073,11077"
1498,45,2010.06.02_21:24:00_TAI,"11073,11077"
1499,45,2010.06.02_21:36:00_TAI,"11073,11077"
1500,45,2010.06.02_21:48:00_TAI,"11073,11077"
1501,45,2010.06.02_22:00:00_TAI,"11073,11077"
1502,45,2010.06.02_22:12:00_TAI,"11073,11077"
1503,45,2010.06.02_22:24:00_TAI,"11073,11077"
1504,45,2010.06.02_22:36:00_TAI,"11073,11077"
1505,45,2010.06.02_22:48:00_TAI,"11073,11077"
1506,45,2010.06.02_23:00:00_TAI,"11073,11077"
1507,45,2010.06.02_23:12:00_TAI,"11073,11077"
1508,45,2010.06.02_23:24:00_TAI,"11073,11077"
1509,45,2010.06.02_23:36:00_TAI,"11073,11077"
1510,45,2010.06.02_23:48:00_TAI,"11073,11077"
1511,45,2010.06.03_00:00:00_TAI,"11073,11077"
1512,46,2010.06.02_20:00:00_TAI,11078
1513,46,2010.06.02_20:12:00_TAI,11078
1514,46,2010.06.02_20:24:00_TAI,11078
1515,46,2010.06.02_20:36:00_TAI,11078
1516,46,2010.06.02_20:48:00_TAI,11078
1517,46,2010.06.02_21:00:00_TAI,11078
1518,46,2010.06.02_21:12:00_TAI,11078
1519,46,2010.06.02_21:24:00_TAI,11078
1520,46,2010.06.02_21:36:00_TAI,11078
1521,46,2010.06.02_21:48:00_TAI,11078
1522,46,2010.06.02_22:00:00_TAI,11078
1523,46,2010.06.02_22:12:00_TAI,11078
1524,46,2010.06.02_22:24:00_TAI,11078
1525,46,2010.06.02_22:36:00_TAI,11078
1526,46,2010.06.02_22:48:00_TAI,11078
1527,46,2010.06.02_23:00:00_TAI,11078
1528,46,2010.06.02_23:12:00_TAI,11078
1529,46,2010.06.02_23:24:00_TAI,11078
1530,46,2010.06.02_23:36:00_TAI,11078
1531,46,2010.06.02_23:48:00_TAI,11078
1532,46,2010.06.03_00:00:00_TAI,11078
